time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
1.1,0,1,2,3,0,0,21,0.67396,0.285714,0.5,16,7,70,0,1
1.2,1,1,3,3,0,0,23,0.70759,0.166667,0.391304,23,12,90,1,1
1.3,1,1,3,3,0,0,26,0.68295,0,0,7,4,82,1,1
1.4,1,1,3,3,0,0,26,0.73287,0,0,2,1,70,0,0
1.5,1,1,3,3,0,0,26,0.59843,0,0,0,0,92,0,0
1.6,2,1,3,3,0,0,26,0.69534,0.333333,0.2,5,3,140,1,0
1.7,3,1,3,3,0,0,26,0.75335,0.1,0.4,20,10,183,1,0
1.8,4,1,3,3,0,0,28,0.75511,0.2,0.518519,27,15,204,5,1
1.9,4,1,3,3,0,0,28,0.75971,0.235294,0.527778,36,17,157,6,0
2,4,1,3,3,0,0,28,0.74195,0,0.2,10,5,180,0,0
2.1,4,1,3,3,0,0,28,0.75294,0.25,0.5,16,8,189,1,0
2.2,4,1,3,3,0,0,28,0.76649,0.285714,0.46875,32,14,191,8,0
2.3,4,1,3,3,0,0,31,0.7662,0.222222,0.352941,34,18,179,7,1
2.4,4,1,3,3,0,0,31,0.74477,0,0.222222,18,8,155,3,0
2.5,4,1,3,3,0,0,35,0.75285,0,0,2,1,187,1,1
2.6,4,1,3,3,0,0,35,0.75128,0.333333,0.444444,18,9,187,1,0
2.7,4,1,3,3,0,0,35,0.75636,0.153846,0.5,26,13,187,4,0
2.8,4,1,3,3,0,0,35,0.75878,0.25,0.375,8,4,172,2,0
2.9,4,1,3,3,0,0,35,0.75628,0.181818,0.363636,22,11,168,3,0
3,4,1,3,3,0,0,35,0.7617,0.2,0.5,20,10,173,3,0
3.1,4,1,3,3,0,0,35,0.74049,0.181818,0.454545,22,11,145,5,0
3.2,4,1,3,3,0,0,35,0.69576,0.5,0.583333,12,6,142,2,0
3.3,4,1,3,3,0,0,35,0.73248,0.111111,0.333333,18,9,145,3,0
3.4,4,1,3,3,0,0,35,0.7535,0.125,0.4375,16,8,193,2,0
3.5,4,1,3,3,0,0,35,0.75311,0,0.35,20,10,230,3,0
3.6,4,1,3,3,0,0,35,0.75617,0.285714,0.625,16,7,176,1,0
3.7,4,1,3,3,0,0,35,0.75425,0,0.45,20,10,149,4,0
3.8,4,1,3,3,0,0,35,0.76215,0.2,0.5,10,5,186,2,0
3.9,4,1,3,3,0,0,35,0.75439,0.388889,0.526316,38,18,249,3,0
4,4,1,3,3,0,0,35,0.75097,0.111111,0.333333,18,9,177,3,0
4.1,4,1,3,3,0,0,35,0.74757,0,0.5,10,5,127,3,0
4.2,4,1,3,3,0,0,35,0.73458,0,0.5,2,1,178,0,0
4.3,4,1,3,3,0,0,35,0.76694,0.142857,0.466667,30,14,295,5,0
4.4,4,1,3,3,0,0,35,0.75829,0.166667,0.416667,12,6,165,3,0
4.5,4,1,3,3,0,0,35,0.75472,0,0.5,8,4,170,2,0
4.6,4,1,3,3,0,0,35,0.76669,0.1,0.4,20,10,242,3,0
